시,군구,성별,사망자수,사망률,연령표준화
경상남도,마산시,계,0,0,0
경상남도,마산시,남자,0,0,0
경상남도,마산시,여자,0,0,0
경상남도,진주시,계,91,26.7,22
경상남도,진주시,남자,68,40.3,35.5
경상남도,진주시,여자,23,13.4,9.6
경상남도,진해시,계,0,0,0
경상남도,진해시,남자,0,0,0
경상남도,진해시,여자,0,0,0
경상남도,통영시,계,46,33.3,30
경상남도,통영시,남자,34,48.6,42.9
경상남도,통영시,여자,12,17.6,17.8
경상남도,사천시,계,36,31.3,27.1
경상남도,사천시,남자,29,50.2,43.9
경상남도,사천시,여자,7,12.2,10.1
경상남도,통합창원시,계,242,22.7,20.3
경상남도,통합창원시,남자,176,32.5,29.6
경상남도,통합창원시,여자,66,12.6,11.5
경상남도,의창구,계,71,27.7,25.5
경상남도,의창구,남자,52,39.9,38.3
경상남도,의창구,여자,19,15.1,14.7
경상남도,성산구,계,37,15.7,15.8
경상남도,성산구,남자,26,21.6,22.1
경상남도,성산구,여자,11,9.6,9.4
경상남도,마산합포구,계,50,27.8,20.7
경상남도,마산합포구,남자,40,44.5,32.2
경상남도,마산합포구,여자,10,11.1,10.3
경상남도,마산회원구,계,49,23.2,20.1
경상남도,마산회원구,남자,35,32.7,28.7
경상남도,마산회원구,여자,14,13.4,11.3
경상남도,진해구,계,35,19.1,17.7
경상남도,진해구,남자,23,24.6,22.2
경상남도,진해구,여자,12,13.4,13.6
경상남도,김해시,계,132,25.1,24.3
경상남도,김해시,남자,97,36.6,37.9
경상남도,김해시,여자,35,13.5,12.2
경상남도,밀양시,계,36,33.7,27.6
경상남도,밀양시,남자,25,47.8,39.2
경상남도,밀양시,여자,11,20.2,16.7
경상남도,거제시,계,53,21.1,20.8
경상남도,거제시,남자,41,31,32.4
경상남도,거제시,여자,12,10.1,9.5
경상남도,양산시,계,75,25.4,23.3
경상남도,양산시,남자,51,34.3,30.9
경상남도,양산시,여자,24,16.3,16.8
경상남도,의령군,계,11,38.3,26.8
경상남도,의령군,남자,10,72.4,47.2
경상남도,의령군,여자,1,6.7,3.8
경상남도,함안군,계,20,29.2,22.3
경상남도,함안군,남자,16,46.4,34.2
경상남도,함안군,여자,4,11.8,11
경상남도,창녕군,계,25,39.6,22.3
경상남도,창녕군,남자,17,54.4,34.6
경상남도,창녕군,여자,8,25.1,9
경상남도,고성군,계,23,41.7,31.2
경상남도,고성군,남자,19,68.7,48.3
경상남도,고성군,여자,4,14.5,12.6
경상남도,남해군,계,14,30.5,28.1
경상남도,남해군,남자,10,45.6,49.5
경상남도,남해군,여자,4,16.6,4.2
경상남도,하동군,계,17,34.4,27.7
경상남도,하동군,남자,11,45.1,39.3
경상남도,하동군,여자,6,24,13
경상남도,산청군,계,18,50.5,36.7
경상남도,산청군,남자,11,63,38.4
경상남도,산청군,여자,7,38.5,36.9
경상남도,함양군,계,15,37.4,26.1
경상남도,함양군,남자,11,57.3,42.5
경상남도,함양군,여자,4,19.1,9.9
경상남도,거창군,계,12,19.1,15.5
경상남도,거창군,남자,6,19.7,15.9
경상남도,거창군,여자,6,18.5,15.2
경상남도,합천군,계,11,22.3,16.8
경상남도,합천군,남자,9,38.3,22.3
경상남도,합천군,여자,2,7.7,11.9
제주도,제주시,계,99,22,20.6
제주도,제주시,남자,72,31.9,30.4
제주도,제주시,여자,27,12,10.9
제주도,서귀포시,계,51,31.8,27.1
제주도,서귀포시,남자,32,39.5,34.2
제주도,서귀포시,여자,19,24,18.7
제주도,북제주군,계,0,0,0
제주도,북제주군,남자,0,0,0
제주도,북제주군,여자,0,0,0
제주도,남제주군,계,0,0,0
제주도,남제주군,남자,0,0,0
제주도,남제주군,여자,0,0,0
